id,first_name,last_name,email,age,gender,state,street_address,postal_code,city,country,latitude,longitude,traffic_source,created_at
82087,Mark,Williams,markwilliams@example.net,14,M,Acre,74707 Hawkins Crossroad Suite 575,69970-000,Tarauacá,Brasil,-8.325.245.103,-7.155.302.951,Email,2021-02-04 02:42:00 UTC
1045,Justin,Humphrey,justinhumphrey@example.net,27,M,Acre,49497 Lisa Pines Apt. 489,69980-000,null,Brasil,-8.065.346.116,-7.287.094.866,Search,2021-02-12 09:12:00 UTC
8446,Dana,Edwards,danaedwards@example.org,69,F,Acre,2634 Martinez Hill,69980-000,null,Brasil,-8.065.346.116,-7.287.094.866,Search,2021-05-30 16:31:00 UTC
17574,Lauren,Smith,laurensmith@example.org,63,F,Acre,41060 Renee Estates Apt. 203,69980-000,null,Brasil,-8.065.346.116,-7.287.094.866,Search,2020-07-23 17:11:00 UTC
21541,Travis,King,travisking@example.net,24,M,Acre,67351 Lawson Pass Suite 354,69980-000,null,Brasil,-8.065.346.116,-7.287.094.866,Search,2020-11-14 02:35:00 UTC
22750,Elizabeth,Lopez,elizabethlopez@example.net,14,F,Acre,9455 Nguyen Harbors,69980-000,null,Brasil,-8.065.346.116,-7.287.094.866,Search,2019-02-22 08:34:00 UTC
35479,Chad,Cook,chadcook@example.net,43,M,Acre,321 Kevin Ridge,69980-000,null,Brasil,-8.065.346.116,-7.287.094.866,Organic,2022-03-28 03:09:00 UTC
40316,Maria,Pearson,mariapearson@example.net,52,F,Acre,41571 Joshua Knolls,69980-000,null,Brasil,-8.065.346.116,-7.287.094.866,Search,2021-02-16 14:37:00 UTC
42645,Timothy,Williams,timothywilliams@example.net,39,M,Acre,394 Clark Points,69980-000,null,Brasil,-8.065.346.116,-7.287.094.866,Search,2022-02-12 05:13:00 UTC
52484,Charles,Lopez,charleslopez@example.net,27,M,Acre,800 Justin Valleys Suite 619,69980-000,null,Brasil,-8.065.346.116,-7.287.094.866,Search,2019-03-29 08:09:00 UTC
55142,Fernando,Castillo,fernandocastillo@example.net,53,M,Acre,39898 Baird Dale Suite 726,69980-000,null,Brasil,-8.065.346.116,-7.287.094.866,Search,2021-06-08 13:11:00 UTC
57272,John,Smith,johnsmith@example.org,50,M,Acre,18689 Nicole Underpass,69980-000,null,Brasil,-8.065.346.116,-7.287.094.866,Email,2019-07-06 11:32:00 UTC
67445,Robert,Christian,robertchristian@example.com,58,M,Acre,6773 Brian Ports Suite 491,69980-000,null,Brasil,-8.065.346.116,-7.287.094.866,Search,2021-03-05 17:41:00 UTC
79182,Lindsey,White,lindseywhite@example.org,69,F,Acre,4541 Chambers Wall Apt. 094,69980-000,null,Brasil,-8.065.346.116,-7.287.094.866,Search,2019-04-05 07:17:00 UTC
86870,Angela,Chambers,angelachambers@example.org,43,F,Acre,832 Sheila Freeway,69980-000,null,Brasil,-8.065.346.116,-7.287.094.866,Search,2020-08-28 16:23:00 UTC
99369,Julie,Ochoa,julieochoa@example.org,27,F,Acre,5492 Wheeler Drives,69980-000,null,Brasil,-8.065.346.116,-7.287.094.866,Search,2020-04-03 00:21:00 UTC
15428,Shannon,Hopkins,shannonhopkins@example.net,16,F,Iowa,870 Pamela Parks,50010,Ames,United States,4.203.294.842,-9.359.109.706,Search,2020-01-22 16:24:00 UTC
43738,Benjamin,Simpson,benjaminsimpson@example.com,68,M,Iowa,639 Nicole Meadows,50010,Ames,United States,4.203.294.842,-9.359.109.706,Search,2019-03-21 03:10:00 UTC
134,Stacey,Mills,staceymills@example.org,39,F,Iowa,461 Jordan Forest Apt. 440,50014,Ames,United States,4.205.085.639,-9.369.778.249,Search,2022-06-06 04:07:15.946013 UTC
9652,Katherine,Velasquez,katherinevelasquez@example.com,44,F,Iowa,8920 Griffith Glen,50014,Ames,United States,4.205.085.639,-9.369.778.249,Search,2020-04-23 03:25:00 UTC
17770,Shawn,Davis,shawndavis@example.net,43,M,Iowa,303 Chavez Street,50014,Ames,United States,4.205.085.639,-9.369.778.249,Search,2020-08-14 14:22:00 UTC
23136,Kevin,Anderson,kevinanderson@example.net,58,M,Iowa,6526 Johnson Bridge,50014,Ames,United States,4.205.085.639,-9.369.778.249,Search,2020-05-06 01:46:00 UTC
77752,Russell,Crosby,russellcrosby@example.com,41,M,Iowa,00994 Sarah Rue Suite 037,50014,Ames,United States,4.205.085.639,-9.369.778.249,Organic,2020-08-02 15:41:00 UTC
92780,Peter,Nichols,peternichols@example.com,38,M,Iowa,07711 Michael Extensions,50014,Ames,United States,4.205.085.639,-9.369.778.249,Search,2019-01-10 14:43:00 UTC
7332,Sarah,Ward,sarahward@example.org,19,F,Iowa,41140 Walter Isle Suite 240,50021,Ankeny,United States,4.172.312.769,-9.357.319.618,Search,2022-06-05 14:48:35.226343 UTC
25661,Sharon,Jones,sharonjones@example.org,21,F,Iowa,291 Young Brooks Apt. 772,50021,Ankeny,United States,4.172.312.769,-9.357.319.618,Search,2019-03-05 00:58:00 UTC
41083,Maureen,Ashley,maureenashley@example.org,27,F,Iowa,093 Lyons Gateway,50021,Ankeny,United States,4.172.312.769,-9.357.319.618,Search,2021-06-27 07:00:00 UTC
54095,Jill,Miller,jillmiller@example.org,26,F,Iowa,40917 Nicholas Station,50021,Ankeny,United States,4.172.312.769,-9.357.319.618,Search,2020-03-26 07:06:00 UTC
61823,Karen,Wyatt,karenwyatt@example.com,42,F,Iowa,238 Brown Fords,50021,Ankeny,United States,4.172.312.769,-9.357.319.618,Search,2020-10-26 13:42:00 UTC
63078,Jill,Ruiz,jillruiz@example.net,36,F,Iowa,93613 Cochran Station Suite 666,50021,Ankeny,United States,4.172.312.769,-9.357.319.618,Search,2019-07-04 10:36:00 UTC
72137,Daniel,Greene,danielgreene@example.com,34,M,Iowa,57921 Anne Circles,50021,Ankeny,United States,4.172.312.769,-9.357.319.618,Organic,2019-04-12 14:27:00 UTC
73390,Tracy,Norton,tracynorton@example.org,40,F,Iowa,8258 Lacey Ridge Suite 083,50021,Ankeny,United States,4.172.312.769,-9.357.319.618,Search,2021-12-12 05:10:00 UTC
97982,John,Glenn,johnglenn@example.net,34,M,Iowa,2266 Ashley Mount Suite 955,50021,Ankeny,United States,4.172.312.769,-9.357.319.618,Search,2019-06-29 00:09:00 UTC
67457,William,Torres,williamtorres@example.org,14,M,Iowa,7378 Scott Freeway Suite 851,50023,Ankeny,United States,4.172.692.042,-9.363.137.457,Search,2019-09-05 15:30:00 UTC
77019,Ashley,Contreras,ashleycontreras@example.net,54,F,Iowa,0921 George Ranch Suite 752,50023,Ankeny,United States,4.172.692.042,-9.363.137.457,Search,2021-01-25 12:56:00 UTC
36360,Melissa,Richards,melissarichards@example.net,19,F,Iowa,1106 Gavin Stream,50158,Marshalltown,United States,4.205.021.584,-9.290.257.229,Search,2020-03-23 15:08:00 UTC
37107,Bradley,Davis,bradleydavis@example.com,66,M,Iowa,786 Bailey Pine,50158,Marshalltown,United States,4.205.021.584,-9.290.257.229,Search,2021-11-28 12:48:00 UTC
81666,Jamie,Fritz,jamiefritz@example.com,28,F,Iowa,46821 Garrett Court,50263,Waukee,United States,4.160.340.569,-9.387.691.664,Search,2022-01-29 07:32:00 UTC
11926,Jennifer,West,jenniferwest@example.net,27,F,Iowa,7731 Gail Cape Apt. 930,50265,West Des Moines,United States,4.155.493.287,-9.373.686.293,Display,2020-06-05 17:46:00 UTC
17005,Amy,Murray,amymurray@example.com,59,F,Iowa,50295 Christy Loop,50265,West Des Moines,United States,4.155.493.287,-9.373.686.293,Email,2020-08-07 13:23:00 UTC
84553,Heather,Hensley,heatherhensley@example.org,44,F,Iowa,60405 Charles Walks Apt. 665,50265,West Des Moines,United States,4.155.493.287,-9.373.686.293,Facebook,2020-06-11 01:27:00 UTC
10311,Gloria,Austin,gloriaaustin@example.org,56,F,Iowa,49883 Fowler Villages,50266,West Des Moines,United States,4.156.696.467,-9.380.123.444,Search,2020-05-11 09:00:00 UTC
44241,Matthew,Cowan,matthewcowan@example.org,19,M,Iowa,5931 Frank Circles,50266,West Des Moines,United States,4.156.696.467,-9.380.123.444,Search,2021-10-28 13:47:00 UTC
44949,Jose,Lynch,joselynch@example.net,41,M,Iowa,0917 Taylor Forks,50266,West Des Moines,United States,4.156.696.467,-9.380.123.444,Search,2019-10-05 12:35:00 UTC
61276,Linda,Smith,lindasmith@example.org,51,F,Iowa,2664 Kyle Way,50266,West Des Moines,United States,4.156.696.467,-9.380.123.444,Organic,2020-08-07 03:34:00 UTC
61835,Clayton,Jones,claytonjones@example.org,68,M,Iowa,14712 Chloe Roads Apt. 050,50266,West Des Moines,United States,4.156.696.467,-9.380.123.444,Facebook,2021-01-16 13:01:00 UTC
77097,Jesse,Gardner,jessegardner@example.net,38,M,Iowa,16643 Fox Ridges Apt. 223,50266,West Des Moines,United States,4.156.696.467,-9.380.123.444,Search,2020-11-06 14:02:00 UTC
1921,Amanda,Ho,amandaho@example.net,69,F,Iowa,941 Katherine Hollow,50310,Des Moines,United States,4.162.847.322,-9.367.298.722,Search,2020-03-11 03:58:00 UTC
12222,Sean,Lopez,seanlopez@example.org,14,M,Iowa,89144 Kimberly Lock,50310,Des Moines,United States,4.162.847.322,-9.367.298.722,Facebook,2020-02-15 16:42:00 UTC
54388,Alan,Jackson,alanjackson@example.com,13,M,Iowa,8456 Hess Ways Suite 251,50310,Des Moines,United States,4.162.847.322,-9.367.298.722,Facebook,2019-10-20 06:43:00 UTC
61893,Brittany,King,brittanyking@example.net,30,F,Iowa,83722 Reed Trafficway,50310,Des Moines,United States,4.162.847.322,-9.367.298.722,Search,2020-08-15 01:35:00 UTC
71709,Michael,Walton,michaelwalton@example.com,67,M,Iowa,4063 Anderson Lane Suite 164,50310,Des Moines,United States,4.162.847.322,-9.367.298.722,Search,2020-04-02 03:48:00 UTC
873,Cameron,Watson,cameronwatson@example.org,59,M,Iowa,5480 David River Suite 072,50315,Des Moines,United States,4.154.423.249,-9.362.022.787,Search,2021-10-27 06:12:00 UTC
14699,Brian,Keller,briankeller@example.org,14,M,Iowa,9454 Bryan Gateway Apt. 770,50315,Des Moines,United States,4.154.423.249,-9.362.022.787,Organic,2022-02-13 07:33:00 UTC
19166,Brittany,Riley,brittanyriley@example.net,55,F,Iowa,573 Andrea Vista,50315,Des Moines,United States,4.154.423.249,-9.362.022.787,Display,2019-06-29 09:42:00 UTC
69375,Bradley,Cruz,bradleycruz@example.com,36,M,Iowa,8386 Cortez Road,50315,Des Moines,United States,4.154.423.249,-9.362.022.787,Search,2022-01-24 03:50:00 UTC
87909,Daniel,Atkins,danielatkins@example.com,59,M,Iowa,124 Jones Cliffs,50315,Des Moines,United States,4.154.423.249,-9.362.022.787,Search,2021-03-19 12:59:00 UTC
16883,Kevin,Kennedy,kevinkennedy@example.com,34,M,Iowa,5886 Vazquez Prairie Suite 688,50317,Des Moines,United States,4.161.672.648,-9.354.955.984,Search,2019-06-11 13:25:00 UTC
41120,Kevin,Torres,kevintorres@example.net,44,M,Iowa,512 Faulkner Ramp Apt. 464,50317,Des Moines,United States,4.161.672.648,-9.354.955.984,Search,2019-12-13 14:37:00 UTC
73080,Matthew,Allen,matthewallen@example.net,13,M,Iowa,6196 Mcdaniel Wall,50317,Des Moines,United States,4.161.672.648,-9.354.955.984,Organic,2022-02-24 18:30:00 UTC
62404,John,Kelly,johnkelly@example.org,69,M,Iowa,52318 Ronnie Springs,50322,Urbandale,United States,4.163.374.603,-9.373.592.518,Search,2020-12-10 16:54:00 UTC
76306,Jennifer,Williams,jenniferwilliams@example.org,29,F,Iowa,413 Baxter Ridge,50322,Urbandale,United States,4.163.374.603,-9.373.592.518,Search,2021-05-05 11:49:00 UTC
80407,Valerie,Stone,valeriestone@example.net,25,F,Iowa,106 Alexis Ford,50322,Urbandale,United States,4.163.374.603,-9.373.592.518,Email,2021-08-14 08:57:00 UTC
92747,Monica,Castillo,monicacastillo@example.com,61,F,Iowa,908 Kathryn Parks,50322,Urbandale,United States,4.163.374.603,-9.373.592.518,Search,2020-01-16 16:04:00 UTC
34161,Shane,Taylor,shanetaylor@example.org,17,M,Iowa,1467 Alyssa Grove,50401,Mason City,United States,4.314.876.125,-9.319.040.331,Search,2020-02-16 17:27:00 UTC
40057,Stephen,Sharp,stephensharp@example.net,31,M,Iowa,357 Williams Highway,50401,Mason City,United States,4.314.876.125,-9.319.040.331,Organic,2019-08-02 12:04:00 UTC
82675,Alexandra,Gray,alexandragray@example.com,50,F,Iowa,49328 Richard Green,50401,Mason City,United States,4.314.876.125,-9.319.040.331,Facebook,2019-05-22 02:17:00 UTC
99172,Traci,Sanchez,tracisanchez@example.org,31,F,Iowa,70617 Leach Glen,50401,Mason City,United States,4.314.876.125,-9.319.040.331,Search,2020-12-08 06:42:00 UTC
35689,David,Clark,davidclark@example.net,13,M,Iowa,2710 Rogers Union,50501,Fort Dodge,United States,4.249.697.782,-9.419.179.307,Organic,2020-10-21 11:02:00 UTC
79531,Zachary,Proctor,zacharyproctor@example.net,53,M,Iowa,6597 Bradley Cliffs Suite 197,50501,Fort Dodge,United States,4.249.697.782,-9.419.179.307,Search,2019-05-26 11:44:00 UTC
19699,Latasha,Simmons,latashasimmons@example.com,14,F,Iowa,424 Christopher Stream,50613,Cedar Falls,United States,4.253.058.701,-9.249.377.669,Search,2020-01-18 00:06:00 UTC
97152,Tom,Meza,tommeza@example.net,63,M,Iowa,35992 Amy Common Apt. 067,50613,Cedar Falls,United States,4.253.058.701,-9.249.377.669,Search,2020-04-06 03:22:00 UTC
8902,Patricia,White,patriciawhite@example.org,56,F,Iowa,18179 Jackson Mall,50701,Waterloo,United States,4.241.842.434,-9.234.214.385,Search,2021-09-07 12:52:00 UTC
63635,Miranda,Olson,mirandaolson@example.com,33,F,Iowa,8384 Stanley Mills,50701,Waterloo,United States,4.241.842.434,-9.234.214.385,Email,2020-12-16 18:51:00 UTC
77706,Rachel,Jackson,racheljackson@example.com,63,F,Iowa,68596 Park Courts,50701,Waterloo,United States,4.241.842.434,-9.234.214.385,Search,2021-07-29 02:12:00 UTC
78851,Rachel,Wright,rachelwright@example.com,39,F,Iowa,4714 Jennifer Mountain,50701,Waterloo,United States,4.241.842.434,-9.234.214.385,Search,2021-03-14 13:07:00 UTC
99597,Kyle,Galloway,kylegalloway@example.com,29,M,Iowa,1840 James Lodge,50701,Waterloo,United States,4.241.842.434,-9.234.214.385,Organic,2021-07-01 08:47:00 UTC
37274,Dillon,Wells,dillonwells@example.net,27,M,Iowa,20842 James Club Apt. 426,51106,Sioux City,United States,4.246.540.472,-9.632.538.769,Search,2019-01-16 09:22:00 UTC
47473,Thomas,Ortiz,thomasortiz@example.com,70,M,Iowa,43336 Bowman Flats Apt. 825,51106,Sioux City,United States,4.246.540.472,-9.632.538.769,Organic,2021-01-31 12:22:00 UTC
64535,Jeremy,Robles,jeremyrobles@example.com,32,M,Iowa,01304 Kimberly Park,51106,Sioux City,United States,4.246.540.472,-9.632.538.769,Display,2020-12-23 09:12:00 UTC
67034,Kirk,Hernandez,kirkhernandez@example.org,39,M,Iowa,481 Alvarado River Apt. 194,51106,Sioux City,United States,4.246.540.472,-9.632.538.769,Search,2021-02-02 06:00:00 UTC
49352,Sean,Williams,seanwilliams@example.com,45,M,Iowa,111 Christopher River Suite 285,51501,Council Bluffs,United States,4.122.723.883,-9.587.856.885,Search,2021-06-12 09:27:00 UTC
59535,Joel,Sanchez,joelsanchez@example.com,47,M,Iowa,14040 Grant Roads Suite 230,51503,Council Bluffs,United States,4.122.992.127,-9.577.466.341,Search,2020-03-16 17:32:00 UTC
71153,Lauren,Hayes,laurenhayes@example.net,32,F,Iowa,47713 Carol Tunnel,51503,Council Bluffs,United States,4.122.992.127,-9.577.466.341,Search,2022-02-24 05:23:00 UTC
25469,Becky,Johnson,beckyjohnson@example.net,35,F,Iowa,68595 Julie Overpass Suite 306,52001,Dubuque,United States,4.255.110.128,-9.069.384.671,Search,2020-03-21 08:03:00 UTC
29227,Christine,Rodgers,christinerodgers@example.net,55,F,Iowa,58759 Greer Crossing Suite 958,52001,Dubuque,United States,4.255.110.128,-9.069.384.671,Search,2021-06-01 11:00:00 UTC
41226,Catherine,Black,catherineblack@example.org,39,F,Iowa,077 Coleman Bridge,52001,Dubuque,United States,4.255.110.128,-9.069.384.671,Search,2019-06-08 18:15:00 UTC
42387,Robert,Glass,robertglass@example.com,18,M,Iowa,93018 Richard Corner Suite 129,52001,Dubuque,United States,4.255.110.128,-9.069.384.671,Search,2019-03-13 07:46:00 UTC
46193,Theresa,Gutierrez,theresagutierrez@example.org,16,F,Iowa,401 Wood Hollow Suite 717,52001,Dubuque,United States,4.255.110.128,-9.069.384.671,Search,2021-04-07 12:37:00 UTC
63964,Natalie,Williams,nataliewilliams@example.org,49,F,Iowa,360 Carlson Dale,52001,Dubuque,United States,4.255.110.128,-9.069.384.671,Search,2019-06-28 08:17:00 UTC
64431,Jennifer,Brooks,jenniferbrooks@example.org,47,F,Iowa,739 Charles Cliff,52001,Dubuque,United States,4.255.110.128,-9.069.384.671,Organic,2019-05-03 07:11:00 UTC
6817,Barbara,Hill,barbarahill@example.org,68,F,Iowa,575 Brown Throughway,52240,Iowa City,United States,4.163.145.263,-9.150.193.352,Search,2019-05-27 11:45:00 UTC
55195,Crystal,Ruiz,crystalruiz@example.org,57,F,Iowa,89214 Atkins Summit Apt. 065,52240,Iowa City,United States,4.163.145.263,-9.150.193.352,Search,2021-10-03 10:30:00 UTC
7322,Joseph,Mendoza,josephmendoza@example.org,54,M,Iowa,88710 Rivera Ville,52246,Iowa City,United States,4.164.986.027,-9.160.086.371,Search,2019-03-10 01:37:00 UTC
41109,Randall,Perry,randallperry@example.com,25,M,Iowa,762 Jennifer Unions,52246,Iowa City,United States,4.164.986.027,-9.160.086.371,Search,2019-05-02 03:14:00 UTC
54195,Michael,Johnson,michaeljohnson@example.net,33,M,Iowa,54553 Greer Wall Suite 680,52246,Iowa City,United States,4.164.986.027,-9.160.086.371,Search,2020-11-10 01:58:00 UTC
64765,Christina,Harrington,christinaharrington@example.org,41,F,Iowa,22473 Erica Vista Suite 560,52246,Iowa City,United States,4.164.986.027,-9.160.086.371,Search,2020-12-10 01:27:00 UTC
73173,Rebecca,Cochran,rebeccacochran@example.org,41,F,Iowa,797 Penny Squares Apt. 411,52246,Iowa City,United States,4.164.986.027,-9.160.086.371,Search,2021-12-24 09:20:00 UTC
84249,Isabella,Allen,isabellaallen@example.net,18,F,Iowa,696 Henderson Plains,52246,Iowa City,United States,4.164.986.027,-9.160.086.371,Search,2022-01-06 12:53:00 UTC
24242,Amber,Moore,ambermoore@example.net,26,F,Iowa,610 Hughes Park,52302,Marion,United States,420.685.013,-9.157.154.494,Search,2022-02-07 02:08:00 UTC
61345,Andrew,Mercer,andrewmercer@example.net,68,M,Iowa,2084 Morris Trace Suite 339,52302,Marion,United States,420.685.013,-9.157.154.494,Search,2020-03-06 00:51:00 UTC
22614,Nicole,Rogers,nicolerogers@example.org,17,F,Iowa,0624 Shaw Lane Suite 480,52402,Cedar Rapids,United States,4.202.316.793,-9.165.887.589,Organic,2019-04-20 06:08:00 UTC
44705,Steven,Copeland,stevencopeland@example.com,46,M,Iowa,373 Nathan Cove Suite 820,52402,Cedar Rapids,United States,4.202.316.793,-9.165.887.589,Search,2020-11-05 15:41:00 UTC
45100,Jennifer,Perez,jenniferperez@example.com,49,F,Iowa,29990 Thomas Causeway Suite 247,52402,Cedar Rapids,United States,4.202.316.793,-9.165.887.589,Search,2020-11-16 10:34:00 UTC
47158,Craig,Chung,craigchung@example.org,57,M,Iowa,52750 Nicholas Run,52402,Cedar Rapids,United States,4.202.316.793,-9.165.887.589,Search,2020-03-14 15:37:00 UTC
67931,Laura,Solis,laurasolis@example.com,55,F,Iowa,3996 Michael Plaza Suite 899,52402,Cedar Rapids,United States,4.202.316.793,-9.165.887.589,Search,2019-02-14 03:19:00 UTC
89301,Geoffrey,Torres,geoffreytorres@example.com,34,M,Iowa,5775 Erickson Hills Suite 201,52402,Cedar Rapids,United States,4.202.316.793,-9.165.887.589,Search,2021-03-15 00:02:00 UTC
89355,Tracy,Ferrell,tracyferrell@example.net,60,F,Iowa,2916 Phillips Falls Suite 431,52402,Cedar Rapids,United States,4.202.316.793,-9.165.887.589,Search,2019-07-20 17:58:00 UTC
89365,David,Cross,davidcross@example.org,37,M,Iowa,7192 John Bypass,52402,Cedar Rapids,United States,4.202.316.793,-9.165.887.589,Organic,2019-02-25 12:24:00 UTC
95373,Gina,Russell,ginarussell@example.net,52,F,Iowa,235 Jason Falls Suite 278,52402,Cedar Rapids,United States,4.202.316.793,-9.165.887.589,Search,2021-07-19 03:57:00 UTC
1736,Chelsea,Brown,chelseabrown@example.net,13,F,Iowa,75907 Travis Rest,52404,Cedar Rapids,United States,4.192.459.473,-9.169.758.075,Search,2019-11-19 03:45:00 UTC
4634,Amanda,Lamb,amandalamb@example.com,29,F,Iowa,695 Macias Square,52404,Cedar Rapids,United States,4.192.459.473,-9.169.758.075,Search,2020-03-30 02:56:00 UTC
13247,Erica,Jackson,ericajackson@example.com,16,F,Iowa,03194 Tammy Shoal Suite 098,52404,Cedar Rapids,United States,4.192.459.473,-9.169.758.075,Email,2020-08-01 10:16:00 UTC
13762,Wendy,Lopez,wendylopez@example.net,19,F,Iowa,255 Martin Oval Suite 217,52404,Cedar Rapids,United States,4.192.459.473,-9.169.758.075,Search,2020-10-22 09:14:00 UTC
27134,John,Austin,johnaustin@example.net,60,M,Iowa,89167 Daniel Court Apt. 690,52404,Cedar Rapids,United States,4.192.459.473,-9.169.758.075,Search,2020-03-23 15:22:00 UTC
27734,Jillian,Robinson,jillianrobinson@example.net,57,F,Iowa,41791 Kelley Union,52404,Cedar Rapids,United States,4.192.459.473,-9.169.758.075,Organic,2020-12-06 16:33:00 UTC
34080,Patrick,Goodman,patrickgoodman@example.com,45,M,Iowa,0394 Mary Courts Apt. 367,52404,Cedar Rapids,United States,4.192.459.473,-9.169.758.075,Search,2020-01-19 16:27:00 UTC
35552,Carrie,Weber,carrieweber@example.net,55,F,Iowa,426 Sarah Rue,52404,Cedar Rapids,United States,4.192.459.473,-9.169.758.075,Display,2020-08-02 11:25:00 UTC
35639,Sandra,Valencia,sandravalencia@example.org,63,F,Iowa,9944 Ayala Valleys,52404,Cedar Rapids,United States,4.192.459.473,-9.169.758.075,Facebook,2020-07-28 13:15:00 UTC
79163,Corey,Campbell,coreycampbell@example.net,37,M,Iowa,738 Ryan Oval Apt. 923,52404,Cedar Rapids,United States,4.192.459.473,-9.169.758.075,Search,2019-07-17 11:38:00 UTC
